channel_id	vtuber_name	video_id	video_title	music_title
UCTIE7LM5X15NVugV7Krp9Hw	夢追翔	bY-xavJXqSg	【Mashup/マッシュアップ】「シャルル」の伴奏で「秒針を噛む」を歌いました。【にじさんじ】	秒針を噛む
UCTIE7LM5X15NVugV7Krp9Hw	夢追翔	wN-O4n3UVZU	【歌ってみた】夢追翔、「まちがいさがし」を歌わせていただきました。 / ドラマ「パーフェクトワールド」主題歌	まちがいさがし
UCTIE7LM5X15NVugV7Krp9Hw	夢追翔	ai59f32SMEA	白日 / King Gnu (Covered by 夢追翔) 日本テレビ系「イノセンス 冤罪弁護士」主題歌【歌ってみた】【カバー】キングヌー	白日
UCTIE7LM5X15NVugV7Krp9Hw	夢追翔	DQqMDc5_034	【歌ってみた】夢追翔、「Pretender」を歌わせていただきました。【にじさんじ】	Pretender
UCGYAYLDE7TZiiC8U6teciDQ	葉加瀬冬雪	nBURluaw20w	【歌ってみた】シンクロサイクロトロン・スピリチュアライザー。/ covered by 葉加瀬冬雪	シンクロサイクロトロン・スピリチュアライザー。
UC3lNFeJiTq6L3UWoz4g1e-A	卯月コウ	Yud_ttwJBYw	【おなえどしの文化発表会】初恋学園・純愛科 歌ってみた 【卯月コウ×出雲霞×鈴木勝】	初恋学園・純愛科
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	Yud_ttwJBYw	【おなえどしの文化発表会】初恋学園・純愛科 歌ってみた 【卯月コウ×出雲霞×鈴木勝】	初恋学園・純愛科
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	Yud_ttwJBYw	【おなえどしの文化発表会】初恋学園・純愛科 歌ってみた 【卯月コウ×出雲霞×鈴木勝】	初恋学園・純愛科
UC3lNFeJiTq6L3UWoz4g1e-A	卯月コウ	1iRQ0CY8nrc	Natto!! -Moon!!(月ノ美兎/iru）替え歌- 歌ってみた【卯月コウ】	Moon!!
UC3lNFeJiTq6L3UWoz4g1e-A	卯月コウ	M6esqi1cnEE	【オリジナルMV】「廃都アトリエスタにて」歌ってみた【神楽めあ× 卯月コウ】	廃都アトリエスタにて
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	r_9fumS_jqA	【VCDR-0041】宮沢賢治(arrenged by Virtual Cat) / 星めぐりの歌 feat.雨森小夜	星めぐりの歌 feat.雨森小夜
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	R4zha-fcxH8	HIT IN THE USA covered by 加賀美ハヤト ＆ 雨森小夜	HIT IN THE USA
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	T71vkqZeniU	ホワイトリリー covered by 雨森小夜 × 久遠千歳	ホワイトリリー
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	DqhTyPfB3e8	バーチャルねこ音楽コラボ月間#04 / Literature and Forests Rain feat. 雨森小夜	Literature and Forests Rain feat. 雨森小夜
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	E4kRDlsMLNM	深海のリトルクライ cover by 雨森小夜	深海のリトルクライ
UCpnvhOIJ6BN-vPkYU9ls-Eg	鈴谷アキ	ST3_N-ayVjw	黒猫/赤髪（covered by 鈴谷アキ）	黒猫
UCNW1Ex0r6HsWRD4LCtPwvoQ	三枝明那	Svh7zl8PTTo	心做し(cover) - 三枝明那	心做し
UCfipDDn7wY-C-SoUChgxCQQ	葉山舞鈴	wueJz1Oxbs8	【歌ってみた】私が恋を知る日【葉山舞鈴/にじさんじ】	私が恋を知る日
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	Cch-8tl4z2g	【歌ってみた】変わらないもの／奥華子【町田ちま】	変わらないもの
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	5hhpkY0Ht6w	【歌ってみた】打上花火【町田ちまとゴンザレス】	打上花火
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	h41KFaq4UXc	【歌ってみた】フリージア/Uru【町田ちま】	フリージア
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	wYoY15CQUgo	【歌ってみた】いのちの名前/木村弓【町田ちま】	いのちの名前
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	hb4af3Dsv6g	いのちの名前/町田ちま－VTM HIMARI MIX ver.－	いのちの名前
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	Vi0P1rqMmVo	【歌ってみた】心做し【にじさんじ/町田ちま】	心做し
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	qjEcGGIgtA4	【ルー語で歌ってみた】フリージア/Uru【町田ちま/にじさんじ】	フリージア
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	-IlaqSfksd8	【歌ってみた】ガーネット/奥華子【町田ちま/にじさんじ】	ガーネット
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	P_m-zcAWDfc	【天気の子】グランドエスケープ (Movie edit) feat.三浦透子 - Covered by 町田ちま＆ぴろぱる	グランドエスケープ (Movie edit) feat.三浦透子
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	Yzys0QshqZ0	【歌ってみた】愛して愛して愛して/Kikuo【町田ちま/にじさんじ】	愛して愛して愛して
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	4SqwCH-Wqhk	おなじ話/黒井しば＆町田ちま(Cover)	おなじ話
UCo7TRj3cS-f_1D9ZDmuTsjw	町田ちま	XlUhsBX2bLY	【歌ってみた】ラプンツェル/n-buna【町田ちま】	ラプンツェル
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	W-L78fvM0NM	『ディカディズム』歌ってみた - 出雲霞/夜木ノセ	ディカディズム
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	zmdHlr3Z9cY	『アイスリープウェル』歌ってみた【もぐも組】	アイスリープウェル
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	zmdHlr3Z9cY	『アイスリープウェル』歌ってみた【もぐも組】	アイスリープウェル
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	So49O-bee7A	『神様からのアンケート』歌ってみた- 出雲霞/糸巻おり	神様からのアンケート
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	_PpTrPbRg0U	Guilty kiss「コワレヤスキ」/ 出雲霞×星街すいせい×堰代ミコ【歌ってみた】	コワレヤスキ
UC5CwaMl1eIgY8h02uZw7u8A	星街すいせい	_PpTrPbRg0U	Guilty kiss「コワレヤスキ」/ 出雲霞×星街すいせい×堰代ミコ【歌ってみた】	コワレヤスキ
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	qcQ9k7A5TDM	【歌ってみた】エイリアンエイリアン【出雲霞×星街すいせい×堰代ミコ】	エイリアンエイリアン
UC5CwaMl1eIgY8h02uZw7u8A	星街すいせい	qcQ9k7A5TDM	【歌ってみた】エイリアンエイリアン【出雲霞×星街すいせい×堰代ミコ】	エイリアンエイリアン
UCLpYMk5h1bq8_GAFVBgXhPQ	出雲霞	bE2oZdUH_ps	【歌ってみた】神のまにまに【出雲霞×星街すいせい×堰代ミコ】	神のまにまに
UC5CwaMl1eIgY8h02uZw7u8A	星街すいせい	bE2oZdUH_ps	【歌ってみた】神のまにまに【出雲霞×星街すいせい×堰代ミコ】	神のまにまに
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	fUM5AqLzHeE	ビターチョコデコレーション / 鈴木勝【歌ってみた】	ビターチョコデコレーション
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	ppz_ktGwobA	【ASMR House】ぱすたすきゃっと / 鈴木勝×Ruco【歌ってみた】	ぱすたすきゃっと
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	0-DEBBvrQBI	君の神様になりたい。 / 鈴木勝【歌ってみた】	君の神様になりたい。
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	GsoBbBvUtmM	Sweet Devil / 鈴木勝×Ruco【歌ってみた】	Sweet Devil
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	x17cFLABxYc	こちら、幸福安心委員会です。 / 鈴木勝×Ruco【歌ってみた】	こちら、幸福安心委員会です。
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	pXwPJ1usbzg	乙女解剖 / 鈴木勝【歌ってみた】	乙女解剖
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	AGsCcEt1xqA	恋愛サーキュレーション / 鈴木勝×Ruco【歌ってみた】	恋愛サーキュレーション
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	XxgG991jJ3w	曖昧劣情Lover / 鈴木勝【歌ってみた】	曖昧劣情Lover
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	mbXfC0izGBY	夜咄ディセイブ / 鈴木勝【歌ってみた】	夜咄ディセイブ
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	b56_f1x_6SY	アウトサイダー / 鈴木勝【歌ってみた】	アウトサイダー
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	zuB7jlqvmc0	ヒビカセ / 鈴木勝【歌ってみた】	ヒビカセ
UCryOPk2GZ1meIDt53tL30Tw	鈴木勝	rpvnBz389RI	Darkness in my Soul / 鈴木勝【original】	Darkness in my Soul
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	y_Ha47XVMKI	【#fripSide】final phase /雪城眞尋【#とある科学の超電磁砲T OP歌ってみた】	final phase
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	qxa_YUEa0RA	【#fripSide】LEVEL5-judgelight-/雪城眞尋【#とある科学の超電磁砲OP 歌ってみた】	LEVEL5-judgelight-
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	_DOxXh2sa-g	【オリジナルMV☆彡】Booo! - TOKOTOKO（西沢さんP）/雪城眞尋【歌ってみた】	Booo!
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	K52rgG1xIKw	【愛と感謝をこめて!】ファンサ/雪城眞尋【歌ってみた】	ファンサ
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	iWoLWYOWiRA	【元気よく!!!】エイリアンエイリアン/雪城眞尋【歌ってみた】	エイリアンエイリアン
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	KcScvcbiebs	⚙*.。..からくりピエロ Karakuri Pierrot/雪城眞尋【歌ってみた】	からくりピエロ
UCHX7YpFG8rVwhsHCx34xt7w	雪城眞尋	KhYmT0I7Uck	【LoveLive!Sunshine!!】聖なる日の祈り(ピアノver.）/雪城眞尋【歌ってみた❄】	聖なる日の祈り
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	UYHn_3TiuQU	【ポジティブな人が】ポジティブ☆ダンスタイム　歌ってみた【相羽ういは/にじさんじ】	ポジティブ☆ダンスタイム
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	sh50FA5GzqE	【この美術部には問題がある！】ココロ＊パレット 　歌ってみた【相羽ういは/にじさんじ】	ココロ＊パレット
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	kFxcjyuVBu8	【ビースト衣装で】I♥　歌ってみた【相羽ういは/にじさんじ】	I♥
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	5BnhQbcPrBg	【新衣装で】ビースト・ダンス　歌ってみた【相羽ういは/にじさんじ】	ビースト・ダンス
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	cpgiFqDGxbE	Happy Halloween 歌ってみた【相羽ういは/にじさんじ】	Happy Halloween
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	YbnDGwXm7FA	星間飛行　歌ってみた【相羽ういは/にじさんじ】	星間飛行
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	kmKXtkFwQNY	金曜日のおはよう　歌ってみた【相羽ういは/にじさんじ】	金曜日のおはよう
UCnRQYHTnRLSF0cLJwMnedCg	相羽ういは	QzW7ycDsIKU	Booo!　歌ってみた	Booo!
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	p78GyEpHDM8	恐山ル・ヴォワール (cover）【レヴィ・エリファ】	恐山ル・ヴォワール
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	LtiPqLWNfRI	月光（cover）【レヴィ・エリファ】	月光
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	-SDSLLZ36q0	君の知らない物語(cover）【レヴィ・エリファ】	君の知らない物語
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	FpV7pFAWT8o	六兆年と一夜物語(cover）【レヴィ・エリファ】	六兆年と一夜物語
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	7l6uWgF8z0k	チュルリラ・チュルリラ・ダッダッダ！(cover）【レヴィ・エリファ】	チュルリラ・チュルリラ・ダッダッダ！
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	xt_e7c4gv48	【アナと雪の女王2】Into the Unknown イントゥ・ジ・アンノウン～心のままに / 鈴代ここね＆レヴィ・エリファ【歌ってみた】	イントゥ・ジ・アンノウン～心のままに
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	aOBlC6uxdHU	【にじさんじ】白日 (cover）【レヴィ・エリファ】	白日
UCtnO2N4kPTXmyvedjGWdx3Q	レヴィ・エリファ	_7YQknM4nis	【にじさんじ】チョコレイト・ディスコ (cover）【ドーラ／童田明治／レヴィ・エリファ】	チョコレイト・ディスコ
UC2OacIzd2UxGHRGhdHl1Rhw	早瀬走	gRwDnTAzTD0	【ポケモン新作記念】XY &Z歌ってみた【早瀬走/にじさんじ】	XY &Z
UCHBhnG2G-qN0JrrWmMO2FTA	シェリン・バーガンディ	_keov9CotK4	【初！歌！】フィクサー歌ってみたんですけど！！！！！【聞いてほしい】シェリン/にじさんじ	フィクサー
UC9V3Y3_uzU5e-usObb6IE1w	星川サラ	xMpTFCca9qo	【初投稿】元気よく「Booo!」歌ってみた★星川サラ【にじさんじ】	Booo!
UC9V3Y3_uzU5e-usObb6IE1w	星川サラ	3C1iJ0-cP2E	『ヒロイン育成計画』covered by星川サラ／ HoneyWorks【にじさんじ】	ヒロイン育成計画
UC9V3Y3_uzU5e-usObb6IE1w	星川サラ	ZbLF3rjEANk	【オリジナルMV】可愛く『おじゃま虫』歌ってみた★星川サラ【にじさんじ】	おじゃま虫
UCuvk5PilcvDECU7dDZhQiEw	白雪巴	r6c_wuWHwrk	【cover】吉原ラメント【白雪 巴/にじさんじ】	吉原ラメント
UCwcyyxn6h9ex4sMXGtpQE_g	メリッサ・キンレンカ	aH0SdgEfoIc	エバ/ メリッサ・キンレンカ Cover	エバ
UCwcyyxn6h9ex4sMXGtpQE_g	メリッサ・キンレンカ	Qb46Hy8ygeY	夜に駆ける/ メリッサ・キンレンカ Cover	夜に駆ける
UCp6993wxpyDPHUpavwDFqgg	ときのそら	wHw3jSvZxNI	【MMD公開】太陽系デスコ/ときのそら【歌ってMMDで踊ってみた】	太陽系デスコ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	NT6Pf28eCgQ	【侵略されて】エイリアンエイリアン 歌ってみた - ときのそら【踊ってみた】	エイリアンエイリアン
UCp6993wxpyDPHUpavwDFqgg	ときのそら	ljIov4qdYic	【ときのそら】彗星ハネムーン【歌ってみた】	彗星ハネムーン
UCp6993wxpyDPHUpavwDFqgg	ときのそら	RBIypzmpB9Q	♪3/27CDアルバム発売♪【ロボットになって】ダンスロボットダンス 歌ってみた - ときのそら【踊ってみた】	ダンスロボットダンス
UCp6993wxpyDPHUpavwDFqgg	ときのそら	BWA5Mcx-HUc	【ときのそら】惑星ループ 【歌ってみた】	惑星ループ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	yXM8kbfLGJo	【歌ってみた】猫猫的宇宙論 / ナユタン星人【ときのそら】	猫猫的宇宙論
UCp6993wxpyDPHUpavwDFqgg	ときのそら	Y7kElmyhHCw	【ときのそら】さよならのかわりに、花束を【歌ってみた】	さよならのかわりに、花束を
UCp6993wxpyDPHUpavwDFqgg	ときのそら	ozYph6WYr7M	【天神子兎音/ときのそら】コネクト【歌ってみた】	コネクト
UCp6993wxpyDPHUpavwDFqgg	ときのそら	tiTnyZ5QLao	【My Loving収録】刹那ティックコード【ときのそら/AZKi】	刹那ティックコード
UCp6993wxpyDPHUpavwDFqgg	ときのそら	jiQdjOCsgs8	【ときのそら/夏色まつり】chocolate box【歌ってみた】	chocolate box
UCQ0UDLQCjY0rmuxCDE38FGg	夏色まつり	jiQdjOCsgs8	【ときのそら/夏色まつり】chocolate box【歌ってみた】	chocolate box
UCp6993wxpyDPHUpavwDFqgg	ときのそら	fR9g-xdFt2Q	【My Loving収録】Wonderland (Short ver.)MV【ときのそらオリジナル楽曲】	Wonderland
UCp6993wxpyDPHUpavwDFqgg	ときのそら	sf_crPbd-TQ	【歌ってみた】ベノム / ときのそら(cover)【かいりきベア】	ベノム
UCp6993wxpyDPHUpavwDFqgg	ときのそら	lEiydAaqFNc	【ときのそら】メルト【歌ってみた】	メルト
UCp6993wxpyDPHUpavwDFqgg	ときのそら	mQYTthpSboY	【#SorAZ】だんご大家族【ときのそら/AZKi】	だんご大家族
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	mQYTthpSboY	【#SorAZ】だんご大家族【ときのそら/AZKi】	だんご大家族
UCp6993wxpyDPHUpavwDFqgg	ときのそら	G9SWOk2J6aw	【ときのそら/さくらみこ/夜空メル】blessing コラボ歌ってみた【ロボ子さん/大空スバル/AZKi】	blessing
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	G9SWOk2J6aw	【ときのそら/さくらみこ/夜空メル】blessing コラボ歌ってみた【ロボ子さん/大空スバル/AZKi】	blessing
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	G9SWOk2J6aw	【ときのそら/さくらみこ/夜空メル】blessing コラボ歌ってみた【ロボ子さん/大空スバル/AZKi】	blessing
UC-hM6YJuNYVAmUWxeIr9FeA	さくらみこ	G9SWOk2J6aw	【ときのそら/さくらみこ/夜空メル】blessing コラボ歌ってみた【ロボ子さん/大空スバル/AZKi】	blessing
UCp6993wxpyDPHUpavwDFqgg	ときのそら	c_YbCIqUHLo	【ときのそら】からくりピエロ / 40mP【歌ってみた】	からくりピエロ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	AId5uW2OpNM	【ときのそら】恋愛裁判 / 40mP【歌ってみた】	恋愛裁判
UCp6993wxpyDPHUpavwDFqgg	ときのそら	f2gMOT8T7SE	【アズールレーン/碧藍航線】壮絶激昂 / 歌ってみた【ときのそら歌コラボ】	壮絶激昂
UCp6993wxpyDPHUpavwDFqgg	ときのそら	kHYGTN4APxg	【原キーで】フィクサー歌ってみた【ときのそら】	フィクサー
UCp6993wxpyDPHUpavwDFqgg	ときのそら	VwCJHXpZFU4	【ときのそら】オツキミリサイタル【歌ってみた】	オツキミリサイタル
UCp6993wxpyDPHUpavwDFqgg	ときのそら	h7NE6BoTCIA	【SorAZ】 暁の車 歌ってみた AZKi & ときのそら【SEED】	暁の車
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	h7NE6BoTCIA	【SorAZ】 暁の車 歌ってみた AZKi & ときのそら【SEED】	暁の車
UCp6993wxpyDPHUpavwDFqgg	ときのそら	sYohsz_ael0	【ときのそら】Happy Halloween 歌ってみた	Happy Halloween
UCp6993wxpyDPHUpavwDFqgg	ときのそら	2y-KlSZTEH8	【ライブ音源】ファンサ / HoneyWorks(cover) 【ときのそらwithそらとも】歌ってみた	ファンサ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	WF9P_NXHh5M	【ときのそら】スイートマジック【歌ってみた】	スイートマジック
UCp6993wxpyDPHUpavwDFqgg	ときのそら	NmICr8Iu7AA	【歌ってみた】ロストワンの号哭【ときのそら】	ロストワンの号哭
UCp6993wxpyDPHUpavwDFqgg	ときのそら	dQZo2RYFoio	【ひぐらしのなく頃に】you / ときのそら【癒月ver.】	you
UCp6993wxpyDPHUpavwDFqgg	ときのそら	KqE7Bwhd-rE	【夏の終わりに】夏祭り/ときのそら【歌ってみた】	夏祭り
UCp6993wxpyDPHUpavwDFqgg	ときのそら	K7FqZJS-ZwA	【ときのそら&ロボ子さん】リモコン【歌ってみた】	リモコン
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	K7FqZJS-ZwA	【ときのそら&ロボ子さん】リモコン【歌ってみた】	リモコン
UCp6993wxpyDPHUpavwDFqgg	ときのそら	pMFOJWPC0cA	【ピアノ】愛言葉ⅲ 歌ってみた/ときのそら【DECO*27cover】	愛言葉ⅲ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	QxBt0Z2MhZQ	【歌ってみた】ヒバナ / DECO*27【ときのそらcover】	ヒバナ
UCp6993wxpyDPHUpavwDFqgg	ときのそら	stXcuwe1rrk	地球最後の告白を/ときのそら【歌ってみた】	地球最後の告白を
UCp6993wxpyDPHUpavwDFqgg	ときのそら	fmjkLJYmP4Y	無限にホメてくれる桜乃そら先生/ときのそら × ヨメミ【歌ってみた】	無限にホメてくれる桜乃そら先生
UCp6993wxpyDPHUpavwDFqgg	ときのそら	bcwApgI4fXo	ドーナツホール #アメノセイ #ときのそら 【歌ってみた】	ドーナツホール
UCp6993wxpyDPHUpavwDFqgg	ときのそら	zGT2mkZVtbI	【らき☆すた】『もってけ！セーラーふく』歌ってみた - ときのそら × Alt！【がんばって再現してみた】	もってけ！セーラーふく
UCp6993wxpyDPHUpavwDFqgg	ときのそら	rbd-m8r5Ujs	【ときのそら×キノシタ】Dream☆Story【オリジナル曲・キャラソン】	Dream☆Story
UCp6993wxpyDPHUpavwDFqgg	ときのそら	nP5mhWX2i0Q	【ときのそら × アゴアニキ】海より深い空の下【オリジナル・ボカロPコラボ第4弾】	海より深い空の下
UCp6993wxpyDPHUpavwDFqgg	ときのそら	MjkDaUwPzkU	【ときのそら × はるまきごはん】そんな雨の日には【オリジナル・ボカロPコラボ第3弾】	そんな雨の日には
UCp6993wxpyDPHUpavwDFqgg	ときのそら	35fKzdDH654	檄!帝国華撃団 by燦鳥ノム・富士葵・ときのそら【歌ってみた】	檄!帝国華撃団
UCp6993wxpyDPHUpavwDFqgg	ときのそら	Z9oZ4r0cxME	【ときのそら × シグナルP】Wandering Days【オリジナル・ボカロPコラボ第2弾】	Wandering Days
UCp6993wxpyDPHUpavwDFqgg	ときのそら	QYpkewF8ECA	【歌ってみた】アスノヨゾラ哨戒班【ときのそら】	アスノヨゾラ哨戒班
UCp6993wxpyDPHUpavwDFqgg	ときのそら	gb_jfOQd64c	【コラボ】Mrs.Pumpkinの滑稽な夢 女子4人で歌ってみた - そら×まり×アオ×YuNi	Mrs.Pumpkinの滑稽な夢
UCHTnX0CSX_KObo5I9WuZ64g	YuNi	gb_jfOQd64c	【コラボ】Mrs.Pumpkinの滑稽な夢 女子4人で歌ってみた - そら×まり×アオ×YuNi	Mrs.Pumpkinの滑稽な夢
UCp6993wxpyDPHUpavwDFqgg	ときのそら	yVxmv4oqPzs	【ときのそら × 40mP】未練レコード【オリジナル・ボカロPコラボ第1弾】	未練レコード
UCp6993wxpyDPHUpavwDFqgg	ときのそら	FrdLDOeMoyg	【歌ってみた】rain stops, good-bye / におP【事務員Gさんのピアノにのせて】	rain stops, good-bye
UCp6993wxpyDPHUpavwDFqgg	ときのそら	RKigW0TteZY	【歌ってみた】海を泳ぐ月【ときのそら】	海を泳ぐ月
UCp6993wxpyDPHUpavwDFqgg	ときのそら	zsBD66Sa5Yg	【歌ってみた】サンドリヨン / ときのそら & バーチャルゴリラ	サンドリヨン
UCp6993wxpyDPHUpavwDFqgg	ときのそら	zcU6WIaT9DA	【歌ってみた】メランコリック【ときのそら】	メランコリック
UCp6993wxpyDPHUpavwDFqgg	ときのそら	Ec3DZ5xaWuA	【ときのそら×アズマリム】2人でmagnet【歌ってみた】	2人でmagnet
UCp6993wxpyDPHUpavwDFqgg	ときのそら	D7qezulISyU	【一緒に歌お♪】そらともどうぶつようちえん - nozakita kazumi【そらとも提供曲】	そらともどうぶつようちえん
UCp6993wxpyDPHUpavwDFqgg	ときのそら	owwXwGXUm0g	【歌ってみた】おかえり - 瀬名航【soraSong】	おかえり
UCp6993wxpyDPHUpavwDFqgg	ときのそら	xDE3MSAK_DY	【Cover】Snow halation/μ’ｓ - ときのそら×富士葵コラボ「そらあお」で歌ってみた	Snow halation
UCp6993wxpyDPHUpavwDFqgg	ときのそら	rn54OXCuTZs	【Cover】ライオン／May'n/中島愛 - 富士葵×ときのそらコラボ「そらあお」で歌ってみた	ライオン
UCp6993wxpyDPHUpavwDFqgg	ときのそら	Pgmleabc1nQ	【歌ってみた】あの日見た空 - 山田アルテミス【soraSong】	あの日見た空
UCp6993wxpyDPHUpavwDFqgg	ときのそら	pKASI4dEG3A	【歌ってみた】わたしとあなたと皆さまと！ - 逆襲の明智【soraSong】	わたしとあなたと皆さまと！
UCp6993wxpyDPHUpavwDFqgg	ときのそら	kTV6uSmiXEw	【歌ってみた】夢色アスタリスク - ていくる【soraSong】	夢色アスタリスク
UCp6993wxpyDPHUpavwDFqgg	ときのそら	BvlCYJ1XZ3Y	【歌ってみた】木の芽時の空 - 路地裏ロジック【soraSong】	木の芽時の空
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	JuM6WQhdl8A	【絶対聞いたことある】シャイニングスター 歌ってみた AZKi【魔王魂】	シャイニングスター
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	OC-VqdP1Kow	【あなたはあなただから】スーパーヒーロー 歌ってみた AZKi【Guiano】	スーパーヒーロー
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	vC-MsZVgx80	【みんなに届いて】命に嫌われている。 歌ってみた AZKi【カンザキイオリ】	命に嫌われている。
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	G54GXyYwGz0	【エモみ全開】あさがおの詩 - AZKi 歌ってみた 【朝ノ瑠璃】	あさがおの詩
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	y39DMzOqsRw	【YO!SAY!】HOT LIMIT 歌ってみた AZKi【T.M.Revolution】	HOT LIMIT
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	MIlI_NeWuyo	【カッコイイ】Don't say lazy 歌ってみた AZKi & おさナズ【私たちを見て！！】	Don't say lazy
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	Yr0MRX2JP4U	【しっとり】Agape 歌ってみた AZKi & 花鋏キョウ【大切に】	Agape
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	56OgSRwV-xw	【大切に歌った】ウィアートル 歌ってみた AZKi 【rionos】	ウィアートル
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	mSVb61pOQKA	【和なAZKi】泡沫夢幻 歌ってみた AZKi【朝ノ瑠璃】	泡沫夢幻
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	hwkAWFw8njM	【黒AZKi】名も無き囚人 歌ってみた AZKi【初音ミク】	名も無き囚人
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	4UEQFnENMUw	【あいみょん】マリーゴールド 歌ってみた AZKi&星乃めあ【コラボ】	マリーゴールド
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	3NgN2CvLgT4	【ピコンピコン】ハートサーモグラフィー 歌ってみた AZKi【周防パトラ】	ハートサーモグラフィー
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	JJsSEUk8vxc	【マクロスF】ライオン 歌ってみた AZKi&千条アリア【コラボ】	ライオン
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	5Pmt9gVmvmM	【花譜】糸 歌ってみた AZKi【絡まる意図が濡れて解けなくて】	糸
UC0TXe_LYZ4scaW2XMyi5_kw	AZKi	jKJ5a7gVkH8	【花譜】心臓と絡繰 歌ってみた AZKi【この気持ちは全部私のものだ】	心臓と絡繰
